z,dL
1.0820999999999998,7249.972818626502
1.0854400000000002,7278.286995476072
1.08878,7306.624947505975
1.09212,7334.986595690168
1.09546,7363.3718613670535
1.0988,7391.780666237751
1.10214,7420.212932364388
1.10548,7448.668582168406
1.10882,7477.147538428847
1.1121599999999998,7505.649724280668
1.1155,7534.175063213057
1.1188399999999998,7562.723479067729
1.1221800000000002,7591.294896037263
1.12552,7619.889238663428
1.12886,7648.506431835492
1.1322,7677.146400788586
1.13554,7705.8090711020295
1.13888,7734.4943686976685
1.14222,7763.202219838248
1.14556,7791.932551125747
1.1488999999999998,7820.685289499747
1.15224,7849.460362235813
1.15558,7878.257696943841
1.15892,7907.077221566454
1.16226,7935.918864377377
1.1656,7964.782553979829
1.16894,7993.668219304916
1.17228,8022.575789610033
1.1756199999999999,8051.505194477261
1.17896,8080.4563638117925
1.1823,8109.42922784033
1.1856399999999998,8138.423717109524
1.1889800000000001,8167.439762484395
1.19232,8196.477295146762
1.19566,8225.536246593692
1.199,8254.616548635935
1.20234,8283.718133396378
1.2056799999999999,8312.840933308511
1.20902,8341.984881114875
1.2123599999999999,8371.149909865539
1.2157,8400.33595291657
1.21904,8429.542943928522
1.2223799999999998,8458.7708168649
1.2257200000000001,8488.019505990687
1.22906,8517.288945870805
1.2324,8546.579071368646
1.23574,8575.889817644562
1.23908,8605.221120154394
1.2424199999999999,8634.572914647997
1.24576,8663.945137167742
1.2490999999999999,8693.33772404708
1.25244,8722.750611909067
1.25578,8752.183737664907
1.25912,8781.63703851251
1.2624600000000001,8811.11045193505
1.2658,8840.603915699514
1.26914,8870.117367855302
1.27248,8899.650746732768
1.27582,8929.203990941822
1.2791599999999999,8958.777039370516
1.2825,8988.369831183634
1.2858399999999999,9017.982305821288
1.2891799999999998,9047.614402997535
1.2925200000000001,9077.266062698976
1.29586,9106.937225183388
1.2992000000000001,9136.62783097833
1.30254,9166.33782087979
1.30588,9196.067135950814
1.30922,9225.815717520149
1.31256,9255.583507180881
1.3158999999999998,9285.370446789115
1.31924,9315.176478462605
1.3225799999999999,9345.001544579438
1.3259199999999998,9374.845587776705
1.32926,9404.708550949174
1.3326,9434.590377247976
1.3359400000000001,9464.491010079299
1.33928,9494.410393103073
1.34262,9524.348470231698
1.34596,9554.30518562872
1.3493,9584.280483707564
1.3526399999999998,9614.274309130253
1.35598,9644.28660680613
1.3593199999999999,9674.317321890589
1.36266,9704.366399783823
1.366,9734.433786129559
1.36934,9764.519426813806
1.37268,9794.623267963616
1.37602,9824.745255945849
1.37936,9854.885337365933
1.3827,9885.043459066648
1.38604,9915.219568126888
1.3893799999999998,9945.413611860466
1.39272,9975.62553781489
1.39606,10005.85529377017
1.3994,10036.102827737624
1.40274,10066.368087958659
1.40608,10096.651022903632
1.40942,10126.95158127063
1.41276,10157.26971198431
1.4161,10187.60536419474
1.41944,10217.958487276223
1.42278,10248.329030826144
1.4261199999999998,10278.716944663824
1.42946,10309.122178829371
1.4328,10339.544683582535
1.43614,10369.984409401592
1.43948,10400.441306982186
1.44282,10430.91532723624
1.44616,10461.406421290814
1.4495,10491.914540487003
1.45284,10522.439636378835
1.4561799999999998,10552.98166073216
1.45952,10583.540565523565
1.4628599999999998,10614.116302939283
1.4662000000000002,10644.7088253741
1.46954,10675.318085430295
1.47288,10705.944035916553
1.47622,10736.586629846894
1.47956,10767.245820439632
1.4828999999999999,10797.921561116294
1.48624,10828.613805500592
1.48958,10859.322507417357
1.4929199999999998,10890.047620891515
1.49626,10920.78910014704
1.4996,10951.54689960593
1.50294,10982.320973887192
1.50628,11013.111277805801
1.50962,11043.917766371713
1.51296,11074.740394788829
1.5163,11105.579118454021
1.5196399999999999,11136.433892956109
1.52298,11167.304674074883
1.52632,11198.191417780115
1.5296599999999998,11229.094080230569
1.533,11260.012617773027
1.53634,11290.946986941324
1.53968,11321.897144455375
1.54302,11352.863047220211
1.54636,11383.844652325028
1.5497,11414.841917042226
1.55304,11445.854798826478
1.5563799999999999,11476.883255313778
1.55972,11507.927244320499
1.56306,11538.986723842476
1.5663999999999998,11570.06165205407
1.5697400000000001,11601.151987307241
1.57308,11632.257688130652
1.57642,11663.378713228725
1.57976,11694.515021480769
1.5831,11725.666571940052
1.5864399999999999,11756.833323832907
1.58978,11788.015236557856
1.5931199999999999,11819.21226968471
1.59646,11850.42438295367
1.5997999999999999,11881.651536274489
1.60314,11912.893689725557
1.6064800000000001,11944.150803553057
1.60982,11975.422838170092
1.61316,12006.709754155821
1.6165,12038.011512254625
1.61984,12069.328073375233
1.6231799999999998,12100.65939858987
1.62652,12132.005449133456
1.6298599999999999,12163.366186402733
1.6331999999999998,12194.741571955434
1.6365399999999999,12226.131567509481
1.63988,12257.536134942142
1.6432200000000001,12288.955236289206
1.64656,12320.388833744197
1.6499,12351.836889657527
1.65324,12383.299366535723
1.65658,12414.776227040618
1.6599199999999998,12446.267433988533
1.66326,12477.77295034951
1.6665999999999999,12509.29273924653
1.6699399999999998,12540.826763954685
1.67328,12572.374987900454
1.67662,12603.937374660893
1.6799600000000001,12635.51388796287
1.6833,12667.104491682316
1.68664,12698.709149843426
1.68998,12730.327826617944
1.69332,12761.960486324388
1.6966599999999998,12793.60709342728
1.7,12825.267612536443
