z,H
0.77148,105.63922284770848
0.77482,105.82975921699013
0.77816,106.02066972331194
0.7815,106.2119536953871
0.78484,106.40361046281971
0.78818,106.59563935612023
0.79152,106.78803970672055
0.79486,106.98081084698919
0.7981999999999999,107.17395211024584
0.80154,107.36746283077585
0.80488,107.56134234384452
0.8082199999999999,107.75558998571105
0.81156,107.95020509364225
0.8149,108.145187005926
0.8182400000000001,108.34053506188462
0.82158,108.53624860188773
0.82492,108.73232696736521
0.82826,108.92876950081957
0.8315999999999999,109.12557554583843
0.83494,109.3227444471066
0.83828,109.52027555041781
0.84162,109.71816820268661
0.8449599999999999,109.91642175195952
0.8482999999999999,110.11503554742653
0.8516400000000001,110.31400893943189
0.8549800000000001,110.51334127948495
0.85832,110.71303192027081
0.86166,110.91308021566066
0.865,111.11348552072181
0.8683399999999999,111.31424719172787
0.87168,111.51536458616832
0.87502,111.71683706275817
0.87836,111.91866398144724
0.8816999999999999,112.12084470342938
0.8850399999999999,112.32337859115144
0.8883800000000001,112.52626500832196
0.89172,112.72950331991986
0.89506,112.93309289220277
0.8984,113.13703309271526
0.90174,113.34132329029684
0.90508,113.54596285508991
0.90842,113.75095115854728
0.91176,113.9562875734397
0.9150999999999999,114.16197147386326
0.9184399999999999,114.36800223524652
0.92178,114.57437923435728
0.92512,114.78110184930964
0.92846,114.98816945957043
0.9318,115.19558144596589
0.93514,115.40333719068771
0.9384800000000001,115.61143607729937
0.94182,115.819877490742
0.94516,116.02866081734034
0.9485,116.23778544480822
0.9518399999999999,116.44725076225421
0.95518,116.65705616018701
0.95852,116.8672010305204
0.96186,117.07768476657866
0.9652,117.2885067631012
0.96854,117.49966641624748
0.9718800000000001,117.71116312360158
0.97522,117.92299628417663
0.97856,118.13516529841927
0.9819,118.34766956821377
0.98524,118.5605084968861
0.9885799999999999,118.77368148920789
0.99192,118.98718795140024
0.99526,119.20102729113732
0.9985999999999999,119.41519891754996
1.0019399999999998,119.62970224122908
1.00528,119.84453667422899
1.00862,120.05970163007036
1.01196,120.27519652374359
1.0152999999999999,120.49102077171133
1.01864,120.70717379191171
1.0219799999999999,120.9236550037606
1.02532,121.14046382815442
1.02866,121.35759968747261
1.032,121.57506200557978
1.03534,121.792850207828
1.03868,122.01096372105904
1.04202,122.22940197360613
1.0453599999999998,122.44816439529608
1.0487,122.66725041745103
1.05204,122.88665947288985
1.05538,123.10639099593016
1.05872,123.3264444223895
1.06206,123.54681918958673
1.0654,123.76751473634349
1.06874,123.98853050298523
1.07208,124.20986593134221
1.0754199999999998,124.43152046475076
1.07876,124.65349354805389
1.0820999999999998,124.8757846276023
1.0854400000000002,125.09839315125502
1.08878,125.32131856837991
1.09212,125.54456032985448
1.09546,125.76811788806602
1.0988,125.99199069691218
1.10214,126.21617821180125
1.10548,126.44067988965217
1.10882,126.6654951888948
1.1121599999999998,126.89062356946995
1.1155,127.11606449282931
1.1188399999999998,127.3418174219352
1.1221800000000002,127.5678818212607
1.12552,127.79425715678886
1.12886,128.02094289601294
1.1322,128.24793850793554
1.13554,128.47524346306827
1.13888,128.70285723343125
1.14222,128.93077929255227
1.14556,129.15900911546632
1.1488999999999998,129.38754617871462
1.15224,129.6163899603439
1.15558,129.84553993990545
1.15892,130.07499559845417
1.16226,130.30475641854747
1.1656,130.5348218842443
1.16894,130.76519148110387
1.17228,130.9958646961844
1.1756199999999999,131.2268410180421
1.17896,131.45811993672956
1.1823,131.6897009437943
1.1856399999999998,131.9215835322777
1.1889800000000001,132.1537671967132
1.19232,132.38625143312467
1.19566,132.6190357390251
1.199,132.85211961341457
1.20234,133.08550255677895
1.2056799999999999,133.31918407108776
1.20902,133.55316365979246
1.2123599999999999,133.78744082782478
1.2157,134.02201508159447
1.21904,134.25688592898757
1.2223799999999998,134.49205287936442
1.2257200000000001,134.72751544355737
1.22906,134.96327313386888
1.2324,135.1993254640694
1.23574,135.435671949395
1.23908,135.67231210654535
1.2424199999999999,135.90924545368134
1.24576,136.1464715104226
1.2490999999999999,136.38398979784557
1.25244,136.62179983848077
1.25578,136.85990115631037
1.25912,137.09829327676596
1.2624600000000001,137.33697572672577
1.2658,137.57594803451238
1.26914,137.81520972988997
1.27248,138.0547603440617
1.27582,138.2945994096673
1.2791599999999999,138.53472646078012
1.2825,138.77514103290451
1.2858399999999999,139.0158426629731
1.2891799999999998,139.25683088934406
1.2925200000000001,139.49810525179822
1.29586,139.73966529153626
1.2992000000000001,139.9815105511759
1.30254,140.22364057474894
1.30588,140.46605490769832
1.30922,140.70875309687528
1.31256,140.95173469053637
1.3158999999999998,141.1949992383403
1.31924,141.43854629134495
1.3225799999999999,141.6823754020046
1.3259199999999998,141.9264861241665
1.32926,142.17087801306795
1.3326,142.41555062533303
1.3359400000000001,142.66050351896968
1.33928,142.90573625336646
1.34262,143.15124838928912
1.34596,143.3970394888777
1.3493,143.64310911564328
1.3526399999999998,143.88945683446443
1.35598,144.13608221158424
1.3593199999999999,144.38298481460697
1.36266,144.6301642124946
1.366,144.87761997556362
1.36934,145.1253516754818
1.37268,145.37335888526448
1.37602,145.62164117927168
1.37936,145.87019813320418
1.3827,146.11902932410052
1.38604,146.36813433033342
1.3893799999999998,146.61751273160627
1.39272,146.86716410894974
1.39606,147.11708804471857
1.3994,147.3672841225874
1.40274,147.61775192754814
1.40608,147.86849104590584
1.40942,148.11950106527533
1.41276,148.37078157457796
1.4161,148.62233216403757
1.41944,148.87415242517733
1.42278,149.12624195081602
1.4261199999999998,149.37860033506456
1.42946,149.6312271733222
1.4328,149.8841220622733
1.43614,150.13728459988317
1.43948,150.3907143853951
1.44282,150.6444110193264
1.44616,150.89837410346456
1.4495,151.15260324086418
1.45284,151.40709803584286
1.4561799999999998,151.66185809397763
1.45952,151.9168830221016
1.4628599999999998,152.17217242829977
1.4662000000000002,152.42772592190587
1.46954,152.68354311349847
1.47288,152.93962361489716
1.47622,153.1959670391592
1.47956,153.45257300057548
1.4828999999999999,153.70944111466707
1.48624,153.96657099818145
1.48958,154.2239622690888
1.4929199999999998,154.48161454657821
1.49626,154.73952745105416
1.4996,154.99770060413275
1.50294,155.25613362863777
1.50628,155.5148261485973
1.50962,155.77377778923983
1.51296,156.03298817699047
1.5163,156.29245693946743
1.5196399999999999,156.55218370547803
1.52298,156.81216810501536
1.52632,157.0724097692541
1.5296599999999998,157.33290833054707
1.533,157.59366342242154
1.53634,157.85467467957528
1.53968,158.11594173787293
1.54302,158.37746423434263
1.54636,158.6392418071714
1.5497,158.90127409570246
1.55304,159.16356074043082
1.5563799999999999,159.42610138299978
1.55972,159.68889566619714
1.56306,159.9519432339516
1.5663999999999998,160.21524373132885
1.5697400000000001,160.4787968045282
1.57308,160.74260210087814
1.57642,161.0066592688336
1.57976,161.27096795797158
1.5831,161.53552781898745
1.5864399999999999,161.8003385036915
1.58978,162.0653996650053
1.5931199999999999,162.33071095695743
1.59646,162.59627203468062
1.5997999999999999,162.86208255440735
1.60314,163.12814217346636
1.6064800000000001,163.39445055027937
1.60982,163.66100734435662
1.61316,163.92781221629392
1.6165,164.1948648277686
1.61984,164.46216484153587
1.6231799999999998,164.72971192142518
1.62652,164.99750573233675
1.6298599999999999,165.26554594023747
1.6331999999999998,165.5338322121577
1.6365399999999999,165.8023642161874
1.63988,166.0711416214725
1.6432200000000001,166.34016409821132
1.64656,166.60943131765075
1.6499,166.878942952083
1.65324,167.14869867484174
1.65658,167.41869816029833
1.6599199999999998,167.68894108385842
1.66326,167.95942712195856
1.6665999999999999,168.2301559520619
1.6699399999999998,168.5011272526555
1.67328,168.77234070324613
1.67662,169.04379598435668
1.6799600000000001,169.31549277752302
1.6833,169.58743076529004
1.68664,169.85960963120826
1.68998,170.13202905983036
1.69332,170.40468873670733
1.6966599999999998,170.6775883483853
1.7,170.9507275824018
